,Symbol,Name,Price,Change %,Volume,Rel Volume,Market Cap,P/E,EPS (dil TTM),EPS Growth (TTM YoY),Div Yield % TTM,Sector,Analyst Rating
1341,EHGO,Eshallgo Inc.,0.6505,+0.85%,46830.0,0.52,19320000.0,—,−0.49 USD,"−122,300.00%",0.00%,Distribution services,Neutral
1342,EHLD,Euroholdings Ltd.,7.07,+3.97%,4900.0,0.86,19910000.0,5.28,1.34 USD,—,0.00%,Transportation,Neutral
1343,EHTH,"eHealth, Inc.",4.12,+3.78%,247350.0,0.99,125900000.0,—,−0.34 USD,+86.79%,0.00%,Finance,Neutral
1344,EIG,Employers Holdings Inc,42.1,−0.73%,141500.0,0.50,989840000.0,10.25,4.11 USD,−11.86%,2.92%,Finance,Neutral
1345,EIX,Edison International,55.34,+1.99%,2670000.0,0.67,21300000000.0,8.13,6.81 USD,+173.60%,6.01%,Utilities,Buy
1346,EJH,E-Home Household Service Holdings Limited,1.07,−1.79%,118390.0,0.78,21400000.0,—,"−3,524.46 USD",+98.81%,0.00%,Consumer services,Neutral
1347,EKSO,"Ekso Bionics Holdings, Inc.",4.46,+1.36%,45190.0,0.70,11650000.0,—,−6.56 USD,+44.73%,0.00%,Health technology,Strong buy
1348,EL,"Estee Lauder Companies, Inc. (The)",87.72,+0.52%,1850000.0,0.69,31570000000.0,—,−3.15 USD,−391.40%,1.96%,Consumer non-durables,Neutral
1349,ELA,Envela Corporation,7.91,−2.35%,46510.0,0.57,205390000.0,24.12,0.33 USD,+33.99%,0.00%,Retail trade,Strong buy
1350,ELAB,PMGC Holdings Inc.,5.29,−6.04%,35450.0,0.64,2240000.0,—,—,—,0.00%,Health technology,Neutral
1351,ELAN,Elanco Animal Health Incorporated,18.54,−2.57%,4920000.0,0.87,9210000000.0,21.24,0.87 USD,—,0.00%,Health technology,Buy
1352,ELDN,"Eledon Pharmaceuticals, Inc.",2.55,−1.92%,1100000.0,1.34,152700000.0,—,−1.29 USD,+77.51%,0.00%,Health technology,Strong buy
1353,ELF,"e.l.f. Beauty, Inc.",136.07,−0.91%,1410000.0,0.81,7720000000.0,80.71,1.69 USD,−19.84%,0.00%,Consumer non-durables,Strong buy
1354,ELLO,Ellomay Capital Ltd,17.56,−3.52%,,0.31,225690000.0,39.97,0.44 USD,—,0.00%,Utilities,Neutral
1355,ELMD,"Electromed, Inc.",23.88,−3.98%,36570.0,0.33,199380000.0,28.17,0.85 USD,+46.42%,0.00%,Health technology,Strong buy
1356,ELOG,Eastern International Ltd.,2.43,−2.41%,45390.0,0.83,29200000.0,16.41,0.15 USD,—,0.00%,Transportation,Neutral
1357,ELPW,Elong Power Holding Limited,0.3285,−0.45%,736360.0,0.59,16440000.000000002,—,—,—,0.00%,Producer manufacturing,Neutral
1358,ELSE,"Electro-Sensors, Inc.",4.8,−2.64%,4930.0,2.31,16559999.999999998,38.19,0.13 USD,+105.39%,0.00%,Electronic technology,Neutral
1359,ELTK,Eltek Ltd.,10.71,+2.29%,5700.0,0.66,71910000.0,23.39,0.46 USD,−52.19%,1.81%,Electronic technology,Neutral
1360,ELTX,"Elicio Therapeutics, Inc.",11.09,−0.45%,36830.0,0.44,181190000.0,—,−4.18 USD,−4.60%,0.00%,Health technology,Strong buy
1361,ELUT,"Elutia, Inc.",1.06,−4.50%,222770.0,0.49,44940000.0,—,−1.06 USD,+66.01%,0.00%,Health technology,Strong buy
1362,ELV,"Elevance Health, Inc.",323.73,+1.84%,2120000.0,0.99,72900000000.0,13.78,23.49 USD,−17.63%,2.10%,Health services,Buy
1363,ELVN,"Enliven Therapeutics, Inc.",19.19,−3.66%,433560.0,0.55,1140000000.0,—,−2.00 USD,−3.53%,0.00%,Health technology,Strong buy
1364,EMBC,Embecta Corp.,14.57,−0.14%,476810.0,0.81,852130000.0,10.19,1.43 USD,+18.49%,4.11%,Health technology,Neutral
1365,EME,"EMCOR Group, Inc.",644.7,−1.70%,546240.0,0.34,28860000000.0,26.75,24.10 USD,+38.02%,0.15%,Industrial services,Buy
1366,EML,Eastern Company (The),24.63,−2.11%,11550.0,0.78,150200000.0,12.24,2.01 USD,+4.70%,1.75%,Consumer durables,Neutral
1367,EMN,Eastman Chemical Company,64.27,−0.12%,1270000.0,0.71,7380000000.0,9.03,7.12 USD,−4.36%,5.13%,Process industries,Buy
1368,EMPD,Empery Digital Inc.,7.73,−2.64%,681180.0,0.58,358950000.0,—,−272.46 USD,+99.95%,0.00%,Consumer durables,Neutral
1369,EMPG,Empro Group Inc.,14.6,−2.37%,951980.0,2.03,118630000.0,—,—,—,0.00%,Distribution services,Neutral
1370,EMR,Emerson Electric Company,131.46,−1.04%,2620000.0,0.83,73990000000.0,28.24,4.66 USD,+59.84%,1.59%,Electronic technology,Buy
1371,ENFY,Enlightify Inc.,1.01,+3.27%,9320.0,0.23,15930000.0,—,−1.23 USD,+38.46%,0.00%,Process industries,Neutral
1372,ENGN,enGene Holdings Inc.,6.76,−0.73%,71120.0,0.17,346060000.0,—,−1.90 USD,"−1,103.43%",0.00%,Health technology,Buy
1373,ENGS,Energys Group Limited,7.39,−0.94%,856300.0,1.18,105310000.0,—,−0.08 USD,+58.94%,0.00%,Electronic technology,Neutral
1374,ENLV,Enlivex Therapeutics Ltd.,1.05,−0.50%,267720.0,1.62,25050000.0,—,−0.56 USD,+52.51%,0.00%,Health technology,Strong buy
1375,ENOV,Enovis Corporation,31.16,−3.68%,935270.0,0.86,1780000000.0,—,−14.78 USD,−662.25%,0.00%,Health technology,Strong buy
1376,ENPH,"Enphase Energy, Inc.",37.36,−7.75%,9050000.0,0.83,4880000000.0,29.43,1.27 USD,+38.73%,0.00%,Electronic technology,Neutral
1377,ENR,"Energizer Holdings, Inc.",26.14,−5.50%,1260000.0,1.29,1780000000.0,7.53,3.47 USD,"+2,494.77%",4.34%,Consumer non-durables,Buy
1378,ENS,EnerSys,110.36,−1.48%,497850.0,1.32,4130000000.0,12.59,8.77 USD,+32.53%,0.86%,Producer manufacturing,Buy
1379,ENSC,"Ensysce Biosciences, Inc.",2.13,−2.74%,64640.0,0.92,6320000.0,—,−3.80 USD,+90.81%,0.00%,Health technology,Neutral
1380,ENSG,"The Ensign Group, Inc.",166.76,−0.04%,267380.0,0.68,9620000000.0,30.11,5.54 USD,+41.92%,0.15%,Health services,Buy
1381,ENTA,"Enanta Pharmaceuticals, Inc.",7.17,−6.88%,195020.0,0.85,153280000.0,—,−4.32 USD,+20.81%,0.00%,Health technology,Buy
1382,ENTG,"Entegris, Inc.",95.77,−0.04%,2260000.0,0.75,14520000000.0,49.23,1.95 USD,+60.13%,0.42%,Producer manufacturing,Buy
1383,ENTO,Entero Therapeutics Inc.,5.09,+2.00%,62070.0,0.24,8090000.0,—,−11.06 USD,+75.99%,0.00%,Health technology,Neutral
1384,ENTX,Entera Bio Ltd.,1.83,+1.10%,44910.0,0.67,83560000.0,—,−0.26 USD,+2.17%,0.00%,Health technology,Strong buy
1385,ENVA,"Enova International, Inc.",125.34,−1.56%,259230.00000000003,0.68,3140000000.0,13.31,9.42 USD,+57.21%,0.00%,Finance,Strong buy
1386,ENVB,"Enveric Biosciences, Inc.",0.5823,+0.05%,229320.0,0.27,1890000.0,—,−10.59 USD,+80.53%,0.00%,Health technology,Neutral
1387,ENVX,Enovix Corporation,10.43,+0.10%,5660000.0,0.49,2049999999.9999998,—,−0.84 USD,+48.08%,0.00%,Producer manufacturing,Strong buy
1388,EOG,"EOG Resources, Inc.",115.67,+0.23%,3840000.0,1.32,63160000000.0,11.25,10.28 USD,−20.64%,3.32%,Energy minerals,Buy
1389,EOLS,"Evolus, Inc. Common Stock",6.19,−1.90%,943130.0,0.82,400400000.0,—,−0.97 USD,−7.23%,0.00%,Health technology,Strong buy
1390,EONR,EON Resources Inc.,0.4569,−2.39%,2210000.0,0.60,18200000.0,—,−0.83 USD,"−2,150.81%",0.00%,Energy minerals,Neutral
1391,EOSE,"Eos Energy Enterprises, Inc.",10.16,−0.78%,21180000.0,1.18,2840000000.0,—,−5.22 USD,−609.59%,0.00%,Producer manufacturing,Buy
1392,EP,Empire Petroleum Corporation,4.59,+0.88%,37880.0,0.52,154990000.0,—,−0.52 USD,+17.74%,0.00%,Energy minerals,Neutral
1393,EPAC,Enerpac Tool Group Corp.,40.75,−0.32%,304260.0,0.58,2200000000.0,25.04,1.63 USD,+7.48%,0.10%,Producer manufacturing,Strong buy
1394,EPAM,"EPAM Systems, Inc.",154.04,−1.53%,1040000.0,1.07,8580000000.0,21.96,7.01 USD,+0.56%,0.00%,Technology services,Buy
1395,EPC,Edgewell Personal Care Company,19.51,−2.21%,898340.0,0.99,906520000.0,14.41,1.35 USD,−42.76%,3.01%,Consumer non-durables,Buy
1396,EPD,Enterprise Products Partners L.P.,31.46,+0.29%,3700000.0,0.95,68120000000.00001,11.75,2.68 USD,+2.15%,6.82%,Industrial services,Buy
1397,EPIX,ESSA Pharma Inc.,0.2063,−4.93%,2000000.0,0.67,9760000.0,—,−0.57 USD,+8.97%,779.28%,Health technology,Neutral
1398,EPM,"Evolution Petroleum Corporation, Inc.",4.9,+0.41%,253080.0,0.82,168360000.0,146.27,0.03 USD,−72.43%,9.84%,Energy minerals,Buy
1399,EPOW,"Sunrise New Energy Co., Ltd",0.815,+3.23%,25980.0,0.74,21990000.0,—,−0.45 USD,+52.17%,0.00%,Technology services,Neutral
1400,EPSM,Epsium Enterprise Limited,34.05,−6.69%,485000.0,0.93,457570000.0,—,—,—,0.00%,Distribution services,Neutral
1401,EPSN,Epsilon Energy Ltd.,5.2,+0.39%,144940.0,0.72,114700000.0,22.27,0.23 USD,−2.83%,4.83%,Energy minerals,Neutral
1402,EPWK,EPWK Holdings Ltd.,0.45,−1.32%,366910.0,0.16,10040000.0,—,−0.09 USD,−386.34%,0.00%,Technology services,Neutral
1403,EQ,"Equillium, Inc.",1.41,−2.76%,649850.0,0.64,83900000.0,—,−0.57 USD,−138.65%,0.00%,Health technology,Strong buy
1404,EQBK,"Equity Bancshares, Inc.",41.07,−0.89%,64510.00000000001,0.61,789280000.0,10.15,4.05 USD,+546.59%,1.45%,Finance,Buy
1405,EQH,"Equitable Holdings, Inc.",54.04,−0.02%,2590000.0,0.78,16190000000.000002,43.58,1.24 USD,−48.32%,1.89%,Finance,Strong buy
1406,EQT,EQT Corporation,50.95,+1.96%,8820000.0,0.98,31800000000.0,27.41,1.86 USD,+17.92%,1.26%,Energy minerals,Buy
1407,EQV,EQV Ventures Acquisition Corp.,10.4,+0.10%,7280.0,0.12,463550000.0,35.97,0.29 USD,—,0.00%,Finance,Neutral
1408,EQX,Equinox Gold Corp.,10.75,−1.74%,14150000.0,0.60,8400000000.0,—,−0.06 USD,−112.78%,0.00%,Non-energy minerals,Strong buy
1409,ERAS,"Erasca, Inc.",1.77,−0.56%,2550000.0,2.56,502100000.0,—,−0.45 USD,+50.77%,0.00%,Health technology,Buy
1410,ERIE,Erie Indemnity Company,317.3,−1.16%,150770.0,1.12,14780000000.0,26.75,11.86 USD,+17.81%,1.67%,Finance,Buy
1411,ERII,"Energy Recovery, Inc.",15.06,+0.74%,387270.0,0.74,801170000.0,36.44,0.41 USD,+16.69%,0.00%,Producer manufacturing,Buy
1412,ERNA,Ernexa Therapeutics Inc.,1.21,0.00%,53650.0,0.18,9280000.0,—,−78.36 USD,−18.07%,0.00%,Health technology,Neutral
1413,ES,Eversource Energy (D/B/A),69.42,+2.60%,3830000.0,0.88,25760000000.0,29.88,2.32 USD,—,4.34%,Utilities,Neutral
1414,ESAB,ESAB Corporation,109.45,−1.22%,784920.0,1.36,6640000000.0,26.16,4.18 USD,+1.49%,0.31%,Producer manufacturing,Buy
1415,ESBA,"Empire State Realty OP, L.P. Series ES Operating Partnership",7.28,+1.25%,10700.0,2.73,2009999999.9999998,—,—,—,1.95%,Finance,Neutral
1416,ESCA,"Escalade, Incorporated",12.54,−1.18%,16510.0,1.04,173100000.0,13.72,0.91 USD,+7.95%,4.73%,Consumer durables,Strong buy
1417,ESE,ESCO Technologies Inc.,215.88,+1.21%,240080.0,1.09,5580000000.0,48.63,4.44 USD,+15.19%,0.15%,Electronic technology,Strong buy
1418,ESEA,Euroseas Ltd.,62.34,−4.18%,100970.0,2.75,436790000.0,3.66,17.03 USD,+0.66%,3.84%,Transportation,Strong buy
1419,ESGL,ESGL Holdings Limited,3.65,−6.41%,7210.0,0.34,152630000.0,—,−0.04 USD,+60.40%,0.00%,Industrial services,Neutral
1420,ESHA,ESH Acquisition Corp.,11.39,−2.40%,20390.0,11.02,44450000.0,—,−0.09 USD,−131.02%,0.00%,Finance,Neutral
1421,ESI,Element Solutions Inc.,25.83,−2.23%,1860000.0,0.86,6240000000.0,26.08,0.99 USD,+23.46%,1.21%,Process industries,Strong buy
1422,ESLA,"Estrella Immunopharma, Inc.",1.18,+1.72%,25450.0,0.64,43740000.0,—,−0.33 USD,−57.30%,0.00%,Health technology,Strong buy
1423,ESNT,Essent Group Ltd.,64.27,−0.68%,624030.0,0.72,6330000000.0,9.37,6.86 USD,−0.82%,1.87%,Finance,Buy
1424,ESOA,Energy Services of America Corporation,10.05,−3.83%,141640.0,1.06,167340000.0,58.67,0.17 USD,−88.24%,0.86%,Industrial services,Strong buy
1425,ESP,Espey Mfg. & Electronics Corp.,42.0,−3.69%,53440.0,0.85,122830000.0,14.00,3.00 USD,+31.05%,2.29%,Electronic technology,Neutral
1426,ESPR,"Esperion Therapeutics, Inc.",2.48,−1.20%,6570000.0,0.99,500020000.0,—,−0.53 USD,+39.37%,0.00%,Health technology,Buy
1427,ESQ,"Esquire Financial Holdings, Inc.",105.19,+0.91%,55330.0,0.69,898170000.0,19.46,5.41 USD,+12.70%,0.65%,Finance,Buy
1428,ESTA,Establishment Labs Holdings Inc.,42.59,+2.36%,356810.0,1.60,1230000000.0,—,−3.06 USD,+1.65%,0.00%,Health technology,Strong buy
1429,ESTC,Elastic N.V.,86.81,−2.53%,1930000.0,1.10,9230000000.0,—,−0.80 USD,−245.66%,0.00%,Technology services,Buy
1430,ET,Energy Transfer LP,17.11,−0.12%,12810000.0,1.19,58730000000.0,13.21,1.30 USD,+9.62%,7.62%,Industrial services,Strong buy
1431,ETD,Ethan Allen Interiors Inc.,28.99,−0.07%,199360.0,0.72,737560000.0,14.40,2.01 USD,−19.11%,5.38%,Consumer durables,Neutral
1432,ETHM,Dynamix Corporation,10.66,+0.09%,404960.0,1.36,235940000.0,—,—,—,0.00%,Finance,Neutral
1433,ETHZ,ETHZilla Corporation,2.53,+5.42%,9640000.0,0.78,416050000.0,—,−5.69 USD,+80.02%,0.00%,Health technology,Neutral
1434,ETN,"Eaton Corporation, PLC",368.52,−2.59%,2780000.0,1.02,143460000000.0,37.08,9.94 USD,+9.32%,1.07%,Producer manufacturing,Buy
1435,ETNB,"89bio, Inc.",14.74,−0.87%,13040000.0,0.97,2190000000.0,—,−3.61 USD,−82.75%,0.00%,Health technology,Buy
1436,ETON,"Eton Pharmaceuticals, Inc.",19.83,+7.95%,784630.0,3.50,531789999.99999994,—,−0.15 USD,+40.72%,0.00%,Health technology,Strong buy
1437,ETOR,eToro Group Ltd.,43.76,−2.80%,756560.0,0.89,3660000000.0,—,—,—,0.00%,Technology services,Buy
1438,ETR,Entergy Corporation,90.85,+1.80%,2130000.0,0.83,40560000000.0,22.61,4.02 USD,−3.96%,2.69%,Utilities,Buy
1439,ETS,Elite Express Holding Inc.,0.9534,+3.00%,275200.0,0.38,,—,—,—,—,Transportation,Neutral
1440,ETSY,"Etsy, Inc.",62.64,+1.56%,3300000.0,0.53,6210000000.0,50.09,1.25 USD,−41.91%,0.00%,Retail trade,Neutral
1441,EUDA,Euda Health Holdings Limited,1.4,+12.90%,290780.0,1.39,52020000.0,—,—,—,0.00%,Health services,Neutral
1442,EURK,Eureka Acquisition Corp,10.68,−0.42%,,0.06,51540000.0,48.81,0.22 USD,—,0.00%,Finance,Neutral
1443,EVAC,EQV Ventures Acquisition Corp. II,9.94,0.00%,1530000.0,18.96,586690000.0,—,—,—,0.00%,Finance,Neutral
1444,EVC,Entravision Communications Corporation,2.42,−0.82%,129240.00000000001,0.50,220160000.0,—,−1.32 USD,−129.37%,8.20%,Consumer services,Neutral
1445,EVCM,EverCommerce Inc.,11.64,−2.51%,217160.0,0.94,2109999999.9999998,—,−0.11 USD,+50.95%,0.00%,Technology services,Buy
1446,EVER,"EverQuote, Inc.",23.57,−5.15%,364910.0,0.75,860610000.0,18.99,1.24 USD,—,0.00%,Technology services,Buy
1447,EVEX,"Eve Holding, Inc.",4.22,+2.68%,2320000.0,1.30,1270000000.0,—,−0.63 USD,−30.78%,0.00%,Electronic technology,Buy
1448,EVGN,Evogene Ltd.,1.17,0.00%,39470.0,0.66,10210000.0,—,−2.25 USD,+43.01%,0.00%,Health technology,Strong buy
1449,EVGO,EVgo Inc.,4.52,−1.53%,4530000.0,1.13,1390000000.0,—,−0.40 USD,+1.30%,0.00%,Retail trade,Buy
1450,EVH,"Evolent Health, Inc",8.39,−2.33%,3310000.0,1.01,985900000.0,—,−1.61 USD,−71.40%,0.00%,Commercial services,Strong buy
1451,EVI,"EVI Industries, Inc.",33.8,−1.63%,40660.0,1.92,431360000.0,69.04,0.49 USD,+30.73%,0.00%,Distribution services,Strong buy
1452,EVLV,"Evolv Technologies Holdings, Inc.",8.6,+1.90%,5040000.0,0.91,1480000000.0,—,−0.55 USD,−311.19%,0.00%,Electronic technology,Strong buy
1453,EVOK,"Evoke Pharma, Inc.",5.15,+0.59%,39600.0,1.91,8029999.999999999,—,−2.87 USD,+82.33%,0.00%,Health technology,Strong buy
1454,EVR,Evercore Inc.,354.65,+0.07%,389900.0,0.74,13690000000.0,32.26,10.99 USD,+52.09%,0.93%,Finance,Strong buy
1455,EVRG,"Evergy, Inc.",73.29,+1.48%,3520000.0,1.82,16870000000.000002,20.17,3.63 USD,+13.16%,3.70%,Utilities,Buy
1456,EVTC,"Evertec, Inc.",33.51,−1.00%,281870.0,0.83,2140000000.0000002,15.74,2.13 USD,+101.57%,0.59%,Commercial services,Buy
1457,EVTL,Vertical Aerospace Ltd.,6.22,−1.27%,2390000.0,1.20,612840000.0,—,−13.49 USD,−146.34%,0.00%,Electronic technology,Strong buy
1458,EVTV,"Envirotech Vehicles, Inc.",2.09,−6.28%,182230.0,0.10,7380000.0,—,−10.56 USD,−11.17%,0.00%,Producer manufacturing,Neutral
1459,EW,Edwards Lifesciences Corporation,74.57,+1.11%,5420000.0,1.06,43780000000.0,50.91,1.46 USD,−39.71%,0.00%,Health technology,Buy
1460,EWBC,"East West Bancorp, Inc.",106.31,−0.40%,1020000.0,0.85,14650000000.0,12.42,8.56 USD,+9.59%,2.20%,Finance,Buy
1461,EWCZ,"European Wax Center, Inc.",4.25,+2.91%,496330.0,0.84,234690000.0,21.02,0.20 USD,−21.99%,0.00%,Consumer services,Buy
1462,EWTX,"Edgewise Therapeutics, Inc.",15.09,−0.07%,735550.0,0.80,1590000000.0,—,−1.56 USD,−1.46%,0.00%,Health technology,Strong buy
1463,EXAS,Exact Sciences Corporation,52.41,−2.15%,2210000.0,0.88,9920000000.0,—,−5.42 USD,−464.22%,0.00%,Health technology,Strong buy
1464,EXC,Exelon Corporation,44.23,+1.91%,4590000.0,0.83,44670000000.0,16.79,2.63 USD,+8.64%,3.64%,Utilities,Neutral
1465,EXE,Expand Energy Corporation,100.72,+2.50%,3520000.0,0.89,23990000000.0,260.60,0.39 USD,−86.97%,2.34%,Energy minerals,Strong buy
1466,EXEL,"Exelixis, Inc.",39.81,+0.58%,1460000.0,0.51,10720000000.0,19.09,2.09 USD,+78.54%,0.00%,Health technology,Buy
1467,EXFY,"Expensify, Inc.",1.97,0.00%,485850.0,0.89,182520000.0,—,−0.17 USD,+54.44%,0.00%,Technology services,Neutral
1468,EXLS,"ExlService Holdings, Inc.",43.16,−0.96%,1080000.0,0.63,6970000000.0,29.87,1.44 USD,+34.14%,0.00%,Technology services,Strong buy
1469,EXOD,"Exodus Movement, Inc.",28.55,−3.84%,124440.0,1.04,829940000.0,8.77,3.26 USD,—,0.00%,Technology services,Strong buy
1470,EXOZ,eXoZymes Inc.,14.6,0.00%,2450.0,0.58,122450000.0,—,−0.99 USD,—,0.00%,Process industries,Neutral
1471,EXP,Eagle Materials Inc,228.59,+0.21%,347850.0,0.88,7420000000.0,16.84,13.57 USD,−4.12%,0.44%,Non-energy minerals,Neutral
1472,EXPD,"Expeditors International of Washington, Inc.",121.13,+1.38%,929680.0,0.69,16440000000.000002,19.77,6.13 USD,+31.58%,1.26%,Transportation,Sell
1473,EXPE,"Expedia Group, Inc.",221.22,−1.02%,1480000.0,0.88,27370000000.0,27.07,8.17 USD,+46.08%,0.54%,Consumer services,Buy
1474,EXPI,"eXp World Holdings, Inc.",10.86,+1.50%,1110000.0,0.94,1710000000.0,—,−0.20 USD,−34.70%,1.87%,Finance,Buy
1475,EXPO,"Exponent, Inc.",68.88,−1.57%,392210.0,0.73,3480000000.0,34.56,1.99 USD,−2.10%,1.66%,Industrial services,Buy
1476,EXTR,"Extreme Networks, Inc.",21.86,−1.62%,1420000.0,1.22,2890000000.0,—,−0.06 USD,+91.32%,0.00%,Electronic technology,Buy
1477,EYE,"National Vision Holdings, Inc.",27.33,+2.74%,1720000.0,0.76,2160000000.0,—,−0.18 USD,+82.43%,0.00%,Retail trade,Buy
1478,EYPT,"EyePoint Pharmaceuticals, Inc.",13.39,+0.22%,497050.0,0.45,922940000.0,—,−2.68 USD,−49.11%,0.00%,Health technology,Strong buy
1479,EZGO,EZGO Technologies Ltd.,0.162,−4.71%,4030000.0000000005,0.26,919380.0,—,−1.44 USD,+97.76%,0.00%,Consumer services,Neutral
1480,EZPW,"EZCORP, Inc.",17.96,−0.39%,780730.0,0.78,1090000000.0,14.56,1.23 USD,+18.87%,0.00%,Finance,Buy
1481,F,Ford Motor Company,11.73,+0.60%,55640000.0,0.99,46680000000.0,14.97,0.78 USD,−17.57%,6.43%,Consumer durables,Neutral
1482,FA,First Advantage Corporation,14.78,−2.18%,1120000.0,1.41,2570000000.0,—,−0.91 USD,−640.98%,0.00%,Technology services,Buy
1483,FACT,FACT II Acquisition Corp.,10.29,+0.03%,1300.0,0.10,250330000.0,83.14,0.12 USD,—,0.00%,Finance,Neutral
1484,FAF,First American Corporation (New),65.34,−0.18%,608220.0,0.67,6650000000.0,36.09,1.81 USD,−3.17%,3.30%,Finance,Buy
1485,FAMI,"Farmmi, Inc. Ordinary Shares",1.89,+3.00%,12950.0,0.54,2490000.0,—,−9.12 USD,−464.51%,0.00%,Process industries,Neutral
1486,FANG,"Diamondback Energy, Inc.",142.18,+2.41%,2420000.0,1.02,41160000000.0,10.11,14.07 USD,−27.29%,2.81%,Energy minerals,Strong buy
1487,FARM,Farmer Brothers Company,1.83,−2.66%,102220.0,0.26,39510000.0,—,−0.68 USD,−270.14%,0.00%,Consumer non-durables,Strong buy
1488,FAST,Fastenal Company,47.99,+1.85%,5700000.0,0.85,55080000000.0,46.38,1.03 USD,+3.03%,1.80%,Distribution services,Neutral
1489,FAT,FAT Brands Inc.,2.3,+13.30%,354030.0,9.53,42070000.0,—,−12.70 USD,−57.29%,13.79%,Consumer services,Strong buy
1490,FATE,"Fate Therapeutics, Inc.",0.97,−3.95%,1270000.0,0.90,111880000.0,—,−1.45 USD,+14.92%,0.00%,Health technology,Buy
1491,FATN,"FatPipe, Inc.",6.75,−12.56%,156130.0,0.14,93330000.0,—,—,—,0.00%,Technology services,Neutral
1492,FBGL,FBS Global Limited,0.6401,+0.49%,248030.0,0.47,,—,—,—,—,Industrial services,Neutral
1493,FBIN,"Fortune Brands Innovations, Inc.",54.13,−0.57%,1220000.0,0.70,6500000000.0,17.02,3.18 USD,−9.92%,1.82%,Producer manufacturing,Buy
1494,FBIO,"Fortress Biotech, Inc.",3.65,−8.75%,1440000.0,1.39,108600000.0,—,−1.14 USD,+93.13%,0.00%,Health technology,Strong buy
1495,FBIZ,"First Business Financial Services, Inc.",51.7,+0.43%,31200.0,0.90,430320000.0,9.20,5.62 USD,+21.74%,2.18%,Finance,Strong buy
1496,FBK,FB Financial Corporation,54.59,+1.49%,344060.0,0.88,2940000000.0,28.33,1.93 USD,−22.41%,1.38%,Finance,Strong buy
1497,FBLA,"FB Bancorp, Inc.",12.3,+0.33%,102230.0,1.51,244000000.0,—,−0.34 USD,—,0.00%,Finance,Neutral
1498,FBLG,"FibroBiologics, Inc.",0.5259,−0.45%,826130.0,1.74,22030000.0,—,−0.36 USD,+43.68%,0.00%,Health technology,Strong buy
1499,FBNC,First Bancorp,53.22,+0.68%,125490.0,0.49,2210000000.0,22.67,2.35 USD,−14.78%,1.68%,Finance,Buy
1500,FBP,First BanCorp. New,21.99,−0.36%,879760.0,0.83,3530000000.0,11.70,1.88 USD,+3.04%,3.17%,Finance,Strong buy
1501,FBRX,"Forte Biosciences, Inc.",15.86,+7.27%,99350.0,0.93,197190000.0,—,−7.99 USD,+62.69%,0.00%,Health technology,Strong buy
1502,FBYD,"Falcon's Beyond Global, Inc.",13.44,−9.43%,98530.0,0.66,1630000000.0,178.25,0.08 USD,−94.02%,0.00%,Industrial services,Neutral
1503,FC,Franklin Covey Company,19.45,−3.52%,104070.0,1.09,245880000.0,24.60,0.79 USD,−40.94%,0.00%,Commercial services,Strong buy
1504,FCAP,"First Capital, Inc.",44.39,−1.55%,3070.0,0.49,148930000.0,11.29,3.93 USD,+9.40%,2.57%,Finance,Neutral
1505,FCBC,"First Community Bankshares, Inc.",36.38,−0.22%,31300.0,0.59,666300000.0,13.36,2.72 USD,−2.75%,3.40%,Finance,Neutral
1506,FCCO,First Community Corporation,29.05,0.00%,25420.0,0.67,223270000.0,13.04,2.23 USD,+56.61%,2.10%,Finance,Strong buy
1507,FCEL,"FuelCell Energy, Inc.",9.08,−5.42%,6880000.0,1.14,293240000.0,—,−9.21 USD,−20.81%,0.00%,Electronic technology,Sell
1508,FCF,First,17.45,+0.58%,424330.0,0.55,1820000000.0,13.35,1.31 USD,−15.74%,3.05%,Finance,Buy
1509,FCFS,"FirstCash Holdings, Inc.",148.82,+0.97%,292420.0,1.21,6600000000.0,22.88,6.51 USD,+24.46%,1.06%,Finance,Buy
1510,FCHL,Fitness Champs Holdings Limited,1.07,−84.60%,18760000.0,3.91,118150000.0,138.96,0.01 USD,−84.75%,0.00%,Commercial services,Neutral
1511,FCN,"FTI Consulting, Inc.",157.99,−0.98%,537580.0,1.41,5110000000.0,22.21,7.11 USD,−22.63%,0.00%,Commercial services,Neutral
1512,FCNCA,"First Citizens BancShares, Inc.",1849.67,−0.04%,234690.0,1.29,23640000000.0,10.92,169.44 USD,−6.80%,0.42%,Finance,Buy
1513,FCUV,Focus Universal Inc.,3.11,−5.76%,53860.0,1.28,22970000.0,—,−0.42 USD,+47.90%,0.00%,Commercial services,Neutral
1514,FCX,"Freeport-McMoRan, Inc.",45.36,+0.44%,14310000.0,0.95,65129999999.99999,34.36,1.32 USD,−0.39%,1.33%,Non-energy minerals,Buy
1515,FDBC,"Fidelity D & D Bancorp, Inc.",44.2,+0.41%,7790.0,0.61,254910000.0,10.78,4.10 USD,+49.23%,3.63%,Finance,Neutral
1516,FDMT,"4D Molecular Therapeutics, Inc.",7.61,+2.84%,1210000.0,1.93,355410000.0,—,−3.71 USD,−12.99%,0.00%,Health technology,Buy
1517,FDP,"Fresh Del Monte Produce, Inc.",35.52,−0.75%,301360.0,0.80,1700000000.0,11.37,3.12 USD,—,3.21%,Process industries,Strong buy
1518,FDS,FactSet Research Systems Inc.,288.41,−2.44%,1100000.0,1.09,10900000000.0,18.53,15.56 USD,+11.89%,1.45%,Technology services,Neutral
